Tweet_Id,Datetime,Text,Likes,Retweets,Location
1598462025780580354,2022-12-01 23:40:19+00:00,"@KimKardashian Well, Kim, Balenciaga’s parent company is worse! Drop them NOW!  François-Henri Pinault, CEO of Balenciaga’s parent company owns an auction site selling child sex mannequins with erect penises, vaginas, and anuses instead of mouths or noses. https://t.co/NW4jjPcsMd…",0,0,"San Diego, CA"
1598461969262075906,2022-12-01 23:40:06+00:00,@JackPosobiec As Kanye looked like he was wearing one of #Balenciaga fashion (?) face covering pieces. YUK! https://t.co/8cCRZ913hL,1,0,
1598461944251703296,2022-12-01 23:40:00+00:00,No more balenciaga. Goodbye my B bag,0,0,Malaysia
1598461930225664000,2022-12-01 23:39:56+00:00,I mean what does he want us to do it’s not like most of us could afford Balenciaga in the first place,1,0,
1598461909405253632,2022-12-01 23:39:51+00:00,"I’m not sure if people realize that #Balenciaga ad, Was an #BalenciagaAdidas collaboration!",0,0,Rose CIty
1598461907735904256,2022-12-01 23:39:51+00:00,The New York Times is actually out here stumping for Balenciaga by comparing you to QAnon if you think little girls holding bondage gear is ... https://t.co/EzFxA3FbSa via @Not_the_Bee,0,0,"Michigan, USA"
1598461897971568641,2022-12-01 23:39:49+00:00,"@SolDeDeebee @DrIndyEinstein God is king. God is a woman. Woman king. Black panther reincarnates as a woman. Woman, emotional being. Red. Moon cycle. Moon regules emotions. Moon dominates water. Water. Emotions. Woman. Balenciaga.",0,0,"Tulsa, OK"
1598461843676495872,2022-12-01 23:39:36+00:00,fuck balenciaga that shit ain’t cute don’t wear it bozos,3,0,Socal
1598461843315560448,2022-12-01 23:39:36+00:00,"I came across this fashion show review from October in the fashion/art magazine Andy Warhol founded in the 80s, ""Interview,"" about Balenciaga.

Mel Ottenberg Gets Into the Mud at the Balenciaga SS23 Show https://t.co/UK9BhVeXZD via @Interview Magazine",1,0,
1598461816572874752,2022-12-01 23:39:29+00:00,@theheraldsun Where is Tame on balenciaga pedo campaign??? Just another left wing pawn https://t.co/wBXr9mvMIY,1,0,Under a surveillance state
1598461807156662273,2022-12-01 23:39:27+00:00,"@JesseKellyDC @Timcast There's still a little wiggle room for you if you come in dressed all in balenciaga, with gold pentagrams around your neck and  a ""I ❤ baphomet"" tshirt.",8,0,
1598461789628690432,2022-12-01 23:39:23+00:00,@LegendaryEnergy Look at what he's wearing. Balenciaga? Look what Kim was wearing when she wore that all black BDSM dress. He's trolling everyone. He says he loves Hitler? The Hollywood elites and the left don't denounce Balenciaga and their child exploitation campaigns. Next level!,0,0,
1598461745915625472,2022-12-01 23:39:12+00:00,"Why isn’t anyone talking about how Gucci, Saint Laurent, Balenciaga &amp; Alexander McQueen are owned by the same companies",3,0,
1598461716723294208,2022-12-01 23:39:05+00:00,"https://t.co/WfaiXEU3N8

These two articles give a detailed rundown.
#childexploitation 

NYT ""When High Fashion &amp; Q@non Collide"" https://t.co/cg1ay87Z7t

Glossy ""The Balenciaga controversy, explained"" https://t.co/c361Whbq8e

[Photo snagged out of the NYT article for visibility]",0,0,
1598461713292357633,2022-12-01 23:39:05+00:00,"@judytgolf @MailOnline It's like he was wearing a Balenciaga mask, spewing anti-semitic hatred!",0,0,"Flagstaff, AZ."
1598461713208197121,2022-12-01 23:39:05+00:00,"#Balenciaga :  Made by Groomers, for groomers.",0,0,NJ
1598461694896140288,2022-12-01 23:39:00+00:00,"The fact all week I say people tweeting about Kanye being a genius for making a “joke” about Jews to get out of the balenciaga deal. How he’s the only real celebrity talking about it. No, it wasn’t a joke. He just had good timing. And now you all know it. Fuck nazis",0,0,
1598461685505069056,2022-12-01 23:38:58+00:00,@adidas New peodophile range #boycottadidas #BalenciagaGate #Balenciaga,1,0,Scotland 
1598461681726029824,2022-12-01 23:38:57+00:00,@LosPollosTV @BIG_PLUG_ @LosPollosTV you gotta respect Kanye for trying to warn everyone about the Balenciaga situation and trying to stop it,0,0,
1598461681222520834,2022-12-01 23:38:57+00:00,"Kanye West, now known as Ye, said “I like Hitler” while wearing a face covering similar to the Balenciaga and mask worn... #BreakingNews #conservative #ConservativeNews #trump #republican

https://t.co/lOX0iRAR9C",0,1,"Florida, USA"
1598461615955136512,2022-12-01 23:38:41+00:00,@Esqueer_ Any comments on Balenciaga?,1,0,"Yellowhead County, Alberta"
1598461611408490496,2022-12-01 23:38:40+00:00,@Mimlet2 Where is Tame on balenciaga???? just a left wing pawn https://t.co/zeeZpTg9qS,0,0,Under a surveillance state
1598461610292658176,2022-12-01 23:38:40+00:00,"@ClownWorld_ Ye just raised awareness of #BalenciagaGate #Balenciaga #BalenciagaGroomers  and #Burnbalenciaga over 9000 times.

Don't forget:
https://t.co/PGxnb1sqxq",6,2,🌌 Space
1598461607180632065,2022-12-01 23:38:39+00:00,@kanyewest He’s trying to distract us Hammond can I trying to distract everyone from the Balenciaga mess,1,0,
1598461604638646281,2022-12-01 23:38:39+00:00,@Nina7Infinity Saw someone wearing Balenciaga trainers in the queue at the Post Office today. Grim.,0,0,
1598461596925296642,2022-12-01 23:38:37+00:00,@DailyLoud If anyone needs someone to burn their balenciaga gear DM me,0,0,
1598461540486766592,2022-12-01 23:38:23+00:00,"@PositivelyEmpo1 @BBCBreaking @GBNEWS @Nigel_Farage @WakeAwake1 @RealDeniseWelch @RealAndyLeeShow @LBC Balenciaga does NOT mean 'Do what thou wilt' in Latin (I studied Latin). Balenciaga ARE, nevertheless, child abuse-promoting scum, protected *for some reason* 🤔by MSM. But it doesn't help expose them by offering easily debunkable (&amp; in any case unnecessary) 'theories' like this.",0,0,
1598461509096595459,2022-12-01 23:38:16+00:00,"@lizzo @Yitty Hey @lizzo, so in light of all the #Balenciaga controversy, are you still standing by your “Balenciussys” line? Or are you gonna leave it be?

I recall you changing a lyric in another one of your songs because people were offended.

Quick question: is pedophilia offensive to you?",3,0,
1598461496748834816,2022-12-01 23:38:13+00:00,➖Has the LGBTQ community denounced #Balenciaga or are the higher ups in the organization into lil boys too❓Tryna figure out why it been so silent,3,0,Earth
1598461472706904065,2022-12-01 23:38:07+00:00,"Lauren Burnham and Arie Luyendyk Jr. Burn Balenciaga Shoes
                 https://t.co/e5PipPBjfR",0,0,Tanzania
1598461465333493760,2022-12-01 23:38:05+00:00,@THE_SWAMPYTIMES @GadSaad @kanyewest It's his mask...he designed it for Balenciaga.,0,0,"Dystopia, Canada "
1598461413357395974,2022-12-01 23:37:53+00:00,Lauren Burnham and Arie Luyendyk Jr. Burn Balenciaga Shoes https://t.co/uzbQkwHvXN,43,7,"Hollywood, CA"
1598461412485091328,2022-12-01 23:37:53+00:00,@sadiaslayy Gucci as well is owned by the same holding company as Balenciaga https://t.co/MUZ4ZGtuob,3,3,Cosmic
1598461408588578817,2022-12-01 23:37:52+00:00,"@kissedbythesun @Noelle1Always Let’s see how she tries to explain this one. It made me so angry the other day I saw so many of ‘us’ go up for her just for saying Balenciaga was trash. Like, how can you applaud someone so anti-Black just for having the same opinion as everyone else? It’s disappointing. I’m /1",1,0,
1598461377336987649,2022-12-01 23:37:44+00:00,Who's next on the #Balenciaga #BalenciagaGate @nicolekidman #cancelNicolekidman,3,1,
1598461338837487616,2022-12-01 23:37:35+00:00,"I don't follow their shit, I've just seen ppl praise him now because she's come out even more staying w Balenciaga, that doesn't mean he's any less bad of a person, they're both wrong.",1,0,He / She
1598461338640072704,2022-12-01 23:37:35+00:00,@livvxhx Let’s be Honest Here … Balenciaga Won’t get Cancelled.,0,0,"Birmingham, England"
1598461325197611008,2022-12-01 23:37:32+00:00,Brittany Aldean Trashes Thousands of Dollars of Balenciaga - https://t.co/um0xX7KeAz https://t.co/SfSkE3a9rB,0,0,
1598461320239538177,2022-12-01 23:37:31+00:00,Kim Kardashian rejects Balenciaga campaign bid after scandal https://t.co/3HF8hRy39x,0,0,World
1598461319417577477,2022-12-01 23:37:31+00:00,@LegendaryEnergy @strummaster42 Kim asked him to take the heat off of her. It’s working #Balenciaga 😳,0,0,London
1598461310882447362,2022-12-01 23:37:29+00:00,"@JackPosobiec Well we don't need a conspiracy corkboard like with the Balenciaga stuff, Ye just said ""I love Hitler"".",0,0,
1598461299926745089,2022-12-01 23:37:26+00:00,"@Anon02511521 I’m simply tweeting about Kanye sympathizing with a man that killed 50 million people. While I think what Balenciaga did is disgusting, she already was their face before this happened and I don’t think that compares to praising the biggest war criminal in history.",0,0,she/her
1598461282608644096,2022-12-01 23:37:22+00:00,@ERN_Malleyscrub a left wing pawn. Where is Tame on balenciaga disturbing ad campaign???? https://t.co/CUVTNzAw4h,1,0,Under a surveillance state
1598461201151057920,2022-12-01 23:37:02+00:00,"Nobody :
Gillie : did you burn all your balenciaga shit lmaooo man stfu",0,0,HTX.
1598461186411995137,2022-12-01 23:36:59+00:00,@JennaEllisEsq @WenjoJ so now will Balenciaga be suing him too?  It looks more and more like being pedo in this criminal outfit is a POLICY and REQUIREMENT.  and I guess @KimKardashian will still not stop working with them. I mean its not her kids so she feels nothing.,0,0,./
1598461182087684100,2022-12-01 23:36:58+00:00,Y’all better throw away your ugly Balenciaga sock shoes,1,0,
1598461164421353472,2022-12-01 23:36:54+00:00,So long as it wasn’t balenciaga,0,0,Woke Europe
1598461163502981120,2022-12-01 23:36:54+00:00,"Completely get canceling Balenciaga….just wondering are y’all including Adidas in that?
Since the photos with the court docs and the book by Michael Borremann, was a Balenciaga Adidas collab. Both companies had hands in the pot and stirred the fuck out of it.",0,0,"Maryland, USA"
1598461152203505664,2022-12-01 23:36:51+00:00,"Courtesy of Hollyweird and Balenciaga, a faceless tool.",1,0,
1598461121740308480,2022-12-01 23:36:44+00:00,ion got no hatred towards Balenciaga fuck them kids😂😂,4,1,
1598461118477144065,2022-12-01 23:36:43+00:00,"@UF_grad1 @stoolpresidente Balenciaga immediately apologized and fired the people involved, what more do you want from them?",0,0,"Venice, CA"
1598461114454773760,2022-12-01 23:36:42+00:00,"➖Anyone seen outrage about child porn concerning #Balenciaga ❓Coulda swore they was still protesting #mikevick about them #dogs 

➖Like I said, it’s ONLY a problem when a Black Person is the alleged criminal

➖Them white feminists wanted MikeVick dead but ain’t said a WORD",5,0,Earth
1598461109157117954,2022-12-01 23:36:41+00:00,"@mghaderyan @GadSaad @kanyewest Borrowed it from Kim. But seriously, he designed it for his collection for Balenciaga. https://t.co/kwz5X0yORz",1,0,"Dystopia, Canada "
1598461105407401986,2022-12-01 23:36:40+00:00,@saintdemie @Coach That tired Balenciaga bag (you know the one) is going to get eaten up when the girls get this,1,0,
1598461104895983616,2022-12-01 23:36:40+00:00,"There is a reason why the media isn’t covering the Balenciaga situation but most of y’all aren’t ready for that conversation.

Thankful there is a large percentage of the population waking up though 💡",14,2,
1598461087573504000,2022-12-01 23:36:35+00:00,"Who should get custody? 
Kayne: A Hitler loving nutcase who wears a stocking on his head talking to a net on Alex Jones show? 
Kim: Or a plastic surgeons retirement dream reality TV star affiliated with a brand Balenciaga that endorses child abuse?
Or a wet blanket?
🙄😬🤔",2,0,Bunurong country 
1598461079990013956,2022-12-01 23:36:34+00:00,not fw balenciaga nomore im wit God lil nigga,2,0,"Chicago, IL"
1598461078836744193,2022-12-01 23:36:33+00:00,Lauren Burnham and Arie Luyendyk Jr. Burn Balenciaga Shoes https://t.co/NyXjn91tJY https://t.co/vtfO5WCBJS,0,0,USA
1598461073560141825,2022-12-01 23:36:32+00:00,AI Prompts be like “Kanye West defends Hitler on InfoWars dressed in a Balenciaga gimp suit”,2,0,"Nashville, TN"
1598461070720774144,2022-12-01 23:36:31+00:00,@OzraeliAvi Don’t you think it’s quite coincidental that his ex wife is currently getting hammered on social media about her involvement with @balenciaga and to take the heat off her and balenciaga he’s come out with an outlandish interview?  Timing is everything I say.,1,0,
1598461065473495041,2022-12-01 23:36:30+00:00,@JackPosobiec The Balenciaga story was dropped almost as fast as the Fox News that there is Fentanyl in your Halloween candy story,0,0,
1598461032502018050,2022-12-01 23:36:22+00:00,The real problem with Balenciaga is that most people fight against this company but do not understand the deep pain. Our children were sacrificed by the elites centuries ago and it is happening now. We need to wake up and end the satanic agenda in our world.,0,0,Colombia
1598461011379503105,2022-12-01 23:36:17+00:00,The fact these folks on TikTok burning they balenciaga shit like ts hurting that man pockets blows me 🤣,0,0,
1598461008808394753,2022-12-01 23:36:17+00:00,It’s no wonder why Amanda Kramer (Brown) or @listentosilk loves Balenciaga SO much. Please do investigate her ASAP. Thank you very much. #BalenciagaGroomers #BalenciagaPedos,0,0,Unicornia (not Woketardia)
1598461003364462592,2022-12-01 23:36:15+00:00,"@KimKardashian They blatantly exploited children’s sexuality but took the ad down when people got mad, so it might be ok? 
The fact that you are “re evaluating” instead of disgusted / finished, says everything.  
#Balenciaga",0,0,
1598460992006295557,2022-12-01 23:36:13+00:00,@SomeRuined Kanye called Jews pedophiles but still defends Balenciaga,0,0,
1598460990244675591,2022-12-01 23:36:12+00:00,@Sevenmariej not you wearing balenciaga🌚😕,0,0,
1598460985416744968,2022-12-01 23:36:11+00:00,@summergirl198 @hodgetwins He’s wearing a Balenciaga mask.,1,0,🤷‍♂️
1598460980304007174,2022-12-01 23:36:10+00:00,"@seerutkchawla A Balenciaga gimp mask. I think he might be going for controversial, just as a wild guess.",0,0,"Manchester, England"
1598460978882318336,2022-12-01 23:36:09+00:00,"@sahar_adatia Tame is a political pawn used by the left, note how Tame hasn't said boo about balenciaga pedophilia ad campaign https://t.co/QKQS9bywye",0,0,Under a surveillance state
1598460960892944384,2022-12-01 23:36:05+00:00,"Just because Kim is wrong doesn't mean Kanye is right, they're both disgusting. She's wrong as hell for staying w Balenciaga through what they're doing, just as he's wrong as hell for spewing Nazi shit to his following.",2,0,He / She
1598460943628910594,2022-12-01 23:36:01+00:00,@KimKardashian @SnoopDogg Disgusted that you have not cut ties with Balenciaga #CancelBalenciaga,0,0,
1598460905154826241,2022-12-01 23:35:52+00:00,@kustoo why would @eBay wait until Balenciaga is in the new for child porn to advertise these https://t.co/qfnTSlqk94,0,0,
1598460879821062144,2022-12-01 23:35:46+00:00,"@ali_weiss @kiccinback012 @KimKardashian @SnoopDogg Keep up, Ali. The outfits are based on the art of Michael Borremans. You know, his books were in the Balenciaga photoshoots with children holding BDSM teddy bears. His art features bloodied, naked children playing with body parts, genitals removed. But, nothing to see here.",37,3,"Brooklyn, NY"
1598460832324751361,2022-12-01 23:35:35+00:00,@catturd2 @gatewaypundit Those at #Balenciaga are happy now. No one is taking about their sick Pedo fetish anymore. Now we are talking about crazy Kanye’s behavior.,1,0,United States
1598460805569449984,2022-12-01 23:35:28+00:00,"There is pure evil behind the Balenciaga child porn photo shoot. Pedophilia is a bigger problem than any of us know. Where is the outrage? When Trump had dinner with the wrong person Dems were all over him, but child porn? Crickets 

 https://t.co/79D228ZVrK via @YouTube",4,1,United states of america
1598460786980323330,2022-12-01 23:35:24+00:00,"@Balenciaga 

Account Closed AC",0,0,
1598460712984403971,2022-12-01 23:35:06+00:00,@CavnerJeffery Seems to be a Balenciaga thing. https://t.co/74KotMflfc,2,0,
1598460683204468736,2022-12-01 23:34:59+00:00,"Balenciaga Sues Company That Designed Their Controversial Campaign

Source: SOPA Images / Getty

Balenciaga is firing back against the production company that created their controversial child BDSM-themed campaign. The revered high fashion brand launc… https://t.co/RuaNHW4sjs https://t.co/ei033rMLvJ",0,0,Delaware
1598460627571605504,2022-12-01 23:34:46+00:00,I’m thinking of selling my Balenciaga sneakers https://t.co/Ypa9cytTJ8,0,0,Gotham 🗽
1598460626393001985,2022-12-01 23:34:45+00:00,"@alexbruesewitz Did anyone ever hear or know anything about ""Balenciaga?""  Is this another right wing manufactured scandal?  Are they so desperate they have to scrounge this far for topics?",3,0,
1598460558960885760,2022-12-01 23:34:29+00:00,I’m chillin #Balenciaga https://t.co/e5iQcCwF2m,0,0,United States
1598460524593041408,2022-12-01 23:34:21+00:00,"@iamcardib Do you still like ""those balenciagas""??",0,0,Treaty 69
1598460523175190528,2022-12-01 23:34:21+00:00,Baal Distances Self From Balenciaga https://t.co/8GJEHn3q3o via @TheBabylonBee,4,0,Northern Wisconsin
1598460512903233536,2022-12-01 23:34:18+00:00,"@UF_grad1 @tunoeresfunny You are defending Kanye, and you couldn’t care less about Balenciaga or the kids. The only mentions of it on your entire profile are in comparison to Kanye (I.E. whataboutism.) Weird, right?",0,0,
1598460503642501120,2022-12-01 23:34:16+00:00,"Stop using hypocrisy against fascists like they give a fuck. It’s inherent. 

The same people calling everyone and everything groomers are the people supporting Balenciaga wearing Kanye West while he hangs out with paedophile simp Milo. 

They don’t care. It’s all just a game.",4,0,
1598460455030341632,2022-12-01 23:34:05+00:00,@DailyLoud Funny how many more people burned yeezy’s compared to Balenciaga. Ye didn’t commit a crime. Balenciaga propagates crimes against humanity through children.,0,0,
1598460440635641858,2022-12-01 23:34:01+00:00,"Salma Hayek Who Was Very Outspoken Against Trump, Well Her Husband is Balenciagas CEO. Her Silence is Compliance. https://t.co/45srfDL6f0",16234,6696,United States
1598460439406469120,2022-12-01 23:34:01+00:00,@KimKardashian @SnoopDogg Balenciaga shame shame,0,0,"Winnipeg, Manitoba"
1598460418150006784,2022-12-01 23:33:56+00:00,@KimKardashian @SnoopDogg Balenciaga shame,3,0,"Winnipeg, Manitoba"
1598460392707354626,2022-12-01 23:33:50+00:00,@joshtpm Zionist puppet pushing Communism to divide the world. The New Nazis. Balenciaga Pedo Uniforms.,0,0,
1598460381512585217,2022-12-01 23:33:47+00:00,@MsDelphiine @d1ndelight @jeffschroeder23 Kim was dragged for not making a statement. Dragged when she made one. I don’t see this much vitriol for the other celebs that wear and worked with Balenciaga.,2,0,
1598460335903879168,2022-12-01 23:33:36+00:00,Baal Distances Self From Balenciaga https://t.co/wplsbC7PNK via @TheBabylonBee,0,0,
1598460323832688641,2022-12-01 23:33:33+00:00,Balenciaga Everyday BB0078O 001 Eyeglasses Women's Black Optical Frame 53mm https://t.co/Enx9zL9agU eBay,0,0,
1598460311593680896,2022-12-01 23:33:30+00:00,Thank you @HeatherMcDonald and @Lalakentbeauty for calling out #BalenciagaGate. We all know what is going on and Hollywood and the media have been covering for years. Their silence is disgusting. #CancelBalenciaga #Balenciaga,1,1,facebook.com/birdieinmyear/
1598460299543470080,2022-12-01 23:33:28+00:00,Celebrities Cut Ties With Balenciaga After MyPillow Spotted In Photo Shoot https://t.co/Rr1eNDtSTj via @TheBabylonBee,0,0,
1598460208845848577,2022-12-01 23:33:06+00:00,"@Friended4Ever Yet you celebrate thanksgiving, act like slavery never happened, and totally had nothing to say about BALENCIAGA’s child porn? Are we saying hitler is worse than america leaders who destroyed natives &amp; blacks?",0,0,
1598460188549316612,2022-12-01 23:33:01+00:00,@krishgm This is the dilemma for Balenciaga fans - mainly US based influencers - right now. Some have donated to homeless shelters but many have gone straight to the bin.,0,0,
1598460183575162881,2022-12-01 23:33:00+00:00,@LasVegasLocally Was it Balenciaga?,3,0,"California, USA"
1598460105397248002,2022-12-01 23:32:41+00:00,Who is approving of this #garbage ?! Take note of all these #evil companies. #ridiculous Balenciaga and Starbucks are only the tip of the iceberg. https://t.co/euj0mDT0aH,1,0,"Hawaii, USA"
1598460041249841152,2022-12-01 23:32:26+00:00,I’m not seein enough balenciaga backlash and it’s makin me feel like all y’all must approve that msg cause wtf…,0,0,The Nearest Galaxy
1598460014368366593,2022-12-01 23:32:20+00:00,@elizableu I know.  I haven't been this excited since the night I knew I was going to lose my virginity when I was 6 working on a Balenciaga campaign.,0,0,
1598460006738821120,2022-12-01 23:32:18+00:00,@KEEMSTAR After that Balenciaga thing can you blame him for being a Nazi/Anti-pedophile?,0,0,america
1598459965345341444,2022-12-01 23:32:08+00:00,"@BluProductions Not as much as Kanye will be getting over the next few weeks. There’s gonna be ‘essays’ published in the MSM, and we might possibly see a change in the curriculum as a result - to include even more WWII history. None of that is gonna happen with Balenciaga.",8,0,Real World
1598459955689955328,2022-12-01 23:32:06+00:00,@Gog31566801 Atp I don't even tho their intentions with solving problems cause not only do they make it about some other sh*t but they never keep the same energy with everyone. For example many celebrities have been supporting balenciaga this year yet the kardashians are the only ones who..,1,0,
1598459931958689792,2022-12-01 23:32:00+00:00,Ppl out here burning their Balenciaga merchandise. That company doesn’t care. They already took your damn money. Smdh 🤣,0,0,"Texas, USA"
1598459895803957248,2022-12-01 23:31:51+00:00,"@BlueBoxDave @Cernovich It's performance art, and I'm not saying Kanye knows what he's doing.  He's talking about Nazis (Ukraine) while wearing a Balenciaga outfit.  He will probably destroy his own career, while drawing attention to these two topics.",5,0,"Pennsylvania, USA"
1598459823355752458,2022-12-01 23:31:34+00:00,@stillgray Adidas needs to break ties with balenciaga too,2,0,
1598459787783675905,2022-12-01 23:31:26+00:00,@jamesanthony777 @DonaldJTrumpJr @elonmusk What is hypocritical is you trying to use Trump to deflect attention away from the Balenciaga child porn and bondage scandal.,0,0,
1598459741335916544,2022-12-01 23:31:14+00:00,Balenciaga has been shit for a minute. I hate that it’s the child pornography that’s getting them the well deserved heat because it’s been a lot.,1,0,Mars 
1598459737825505286,2022-12-01 23:31:14+00:00,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #spiritualgangster #loft #balenciaga: https://t.co/ADh3ThAjkl https://t.co/HFvI7HtvRi,0,0,
1598459734683971586,2022-12-01 23:31:13+00:00,So everyone just cool with balenciaga supporting child porn????,0,0,
1598459734121713665,2022-12-01 23:31:13+00:00,@Saemundthewise @adezero @benshapiro Balenciaga  clothing and crap,2,0,United States
1598459720037179393,2022-12-01 23:31:09+00:00,@LegendaryEnergy He's crazy and wearing that crap on his head makes him look 🤪.  Isn't that what he and Kim did for balenciaga. Funny how people thought he has a chance to be president. https://t.co/SBV4ZVHHEv,0,0,🇺🇸Oᑎ TOᑭ Oᖴ Tᕼᗴ ᑕᒪOᑌᗪᔕ 🇺🇸
1598459719857106946,2022-12-01 23:31:09+00:00,@KimKardashian  you need to cut all ties with Balenciaga… That is embarrassing that you still even consider backing them,0,0,"Idaho, USA"
1598459713624371200,2022-12-01 23:31:08+00:00,@drunkimouto @laker__ @lunarluxe @RealmOfLovers @d1ndelight @jeffschroeder23 Lmao I’m looking at a piece of tape….. not the rest of the fucking things that say “Balenciaga” 😂 I’m all about peace tho this is a very toxic conversation. Good day.,1,0,"Los Angeles, CA"
1598459686642192387,2022-12-01 23:31:01+00:00,@BfflWffl @dyingscribe It was on Alex Joneses show while wearing that clothing brand Balenciaga that everyone's been pointing out some fucked up shit in their marketing. Shits honestly sureal.,0,0,
1598459632716247050,2022-12-01 23:30:49+00:00,@_GlennTeale @ZubyMusic It's a reference to Kim and Balenciaga.,0,0,
1598459611371433989,2022-12-01 23:30:43+00:00,@d1ndelight @jeffschroeder23 I thought the west said love is love... so what did balenciaga do wrong?,0,0,Germany
1598459602974437380,2022-12-01 23:30:41+00:00,"There’s been instances within cancel culture that seem a bit extreme to me however I feel like I can fully get behind boycotting balenciaga to send the message that child abuse in any form ever is 110% absolutely and indefinitely unacceptable, and reason for serious consequences",0,0,"Idaho Falls, ID"
1598459565171175424,2022-12-01 23:30:32+00:00,@JackPosobiec Insert image of @ye and @KimKardashian with @balenciaga clothes here 😂😂,1,0,
1598459541208932355,2022-12-01 23:30:27+00:00,"Go to google translate do it for yourselves. I’m just soooo sooo very tired. Wake tf UP PEOPLE!!! 
#BalenciagaGate #BalenciagaGate #KanyeisRight #Balenciaga #balenciagascandal https://t.co/wuFVP85V0O",2,0,
1598459519310655496,2022-12-01 23:30:22+00:00,"#SelmaHayek needs to be canceled also. She is married to the CEO of #Balenciaga !! #Crickets Obviously, the rumors are true about #Hollywood . They are a bunch of evil pedophile’s!!",20,5,"Seattle, WA"
1598459465896194049,2022-12-01 23:30:09+00:00,"@KimKardashian Aye, why is it it that you can throw Kanye away fast but you cant throw Balenciaga away and they showed proof of paedophilia? Kim you are not a ride-or-die bitch!",0,0,"Nevada, USA"
1598459457096359936,2022-12-01 23:30:07+00:00,@birbdani It is quite questionable that he showed up in his Balenciaga fit to the interview,1,0,Asleep
1598459444765290497,2022-12-01 23:30:04+00:00,"@hasanthehun Hollywood can defend Balenciaga, but kanye cant say he sees good in someone who once did evil? explain why",34,1,"Los Angeles, CA"
1598459429367824384,2022-12-01 23:30:00+00:00,Baal Distances Self From Balenciaga https://t.co/p2ymG2P2F8 via @TheBabylonBee,0,0,
1598459421092372480,2022-12-01 23:29:58+00:00,Watching y’all sort this balenciaga stuff out with y’all selves https://t.co/aSoyVPLfJ9,0,0,United States
1598459396308496384,2022-12-01 23:29:52+00:00,@MartinaC1203 @leclercsletters Balenciaga? Kudos to charles/joris for editing it out,10,0,Florida
1598459383155130368,2022-12-01 23:29:49+00:00,@ApostateRidvan @MikhailaFuller Our family names have meaning. Our ancestors got those names for things they did. Perhaps the balenciaga family were...,1,0,hyperborea
1598459379833270278,2022-12-01 23:29:48+00:00,@V_its_me888 @VeBo1991 I don't know if you can call her sane if she's supporting a company like Balenciaga,10,0,
1598459366818344966,2022-12-01 23:29:45+00:00,why are kids on tiktok encouraging ppl to destroy their balenciaga stuff when they already paid them for it 😭,0,0,she/her 💎
1598459353689952257,2022-12-01 23:29:42+00:00,"@Smithy_Smithy @au5tinc @HastinRobert @XXL I never praised Hitler, I'm pointing out the media narrative that is twisting Kanye's words. You don't see this outrage by the media for pedos like Epstein, Biden or Balenciaga but then condemn Kanye because he speaks against it. See what is happening. https://t.co/B1TWOn1AIF",1,0,"London, England"
1598459319003279365,2022-12-01 23:29:34+00:00,"""Baal enci aga"" in latin means ""Baal is king"" Google it.  #balenciaga https://t.co/DEshvJgLoQ",23,5,"Irvine, CA"
1598459252280008705,2022-12-01 23:29:18+00:00,"I think Balenciaga released that photoshoot to intimidate The People, they are waving their dirty laundry in front of our eyes! @elonmusk #Balenciaga #SatanicPedos",0,0,
1598459250988154880,2022-12-01 23:29:18+00:00,@TMZ TMZ Report about Balenciaga as swiftly as u report on Ye. You all look like clowns at this pointv,0,0,Nigeria
1598459226418212866,2022-12-01 23:29:12+00:00,Hollywood's Satanic Secret Hidden Inside Balenciaga Photoshoot https://t.co/uNKJtfnNjC via @YouTube,1,1,"Missouri, USA"
1598459142255308804,2022-12-01 23:28:52+00:00,"The Balenciaga photo shoot, the art work of John Podesta and the CEO of Balenciaga are clear examples of soft child porn, that fit in nicely with the left’s gender indoctrination ideology that some call “grooming.” They want to normalize child sexuality in every way. Pure evil.",3,0,United states of america
1598459099880255489,2022-12-01 23:28:42+00:00,"Kim Kardashian Responds to Balenciaga Child Ads and Lawsuit #shoparzo

Click for more -&gt; https://t.co/rRzN3nDQCS https://t.co/IX2a4VyvTq",0,0,International
1598459090392473608,2022-12-01 23:28:39+00:00,@GennyX76 @TheOGAllison @eos @BALENCIAGA @Coach @Tampax @ALDO_Shoes also uses the person as @coach,0,0,"pale blue dot, DT Oakland, CA☆"
1598459086777249794,2022-12-01 23:28:38+00:00,"Kim Kardashian Responds to Balenciaga Child Ads and Lawsuit #shoparzo

Click for more -&gt; https://t.co/SKDsOR2y7W https://t.co/w2M6dqUlGb",0,0,www.SHOPARZO.com
1598459082243207171,2022-12-01 23:28:37+00:00,"@LizziePaton @VVFriedman @jtes This is no conspiracy theory! The pictures are there for everyone to see. What's interesting and quite despicable is your lack of outrage for Balenciaga, their parent company, endorsers, and affiliates. 
Instead you would rather direct the attention elsewhere. Disgusting!!!",0,0,
1598459076958195714,2022-12-01 23:28:36+00:00,@TaylorRMarshall I don’t get why everyone is attributing Balenciaga to Latin.   I read that it’s Spanish and the founder’s last name.  He was born in Northern Spain in 1895.  Am I missing something?  Did someone determine that it’s a Latin word?,0,0,"King of Prussia, PA"
